"EFF_DATE","HP_NAME","HP_NO","STATE_CODE","COUNTRY_CODE","FIX_ID","ICAO_REGION_CODE","NAV_ID","NAV_TYPE","HOLD_DIRECTION","HOLD_DEG_OR_CRS","AZIMUTH","COURSE_INBOUND_DEG","TURN_DIRECTION","LEG_LENGTH_DIST","File","Action","Mods"
"2026/04/16","ISICE WP*TX*K4","1","TX","US","ISICE","K4","","","SE","133","RNAV","313","R","4","1","Modified","HOLD_DEG_OR_CRS COURSE_INBOUND_DEG"
"2026/05/14","ISICE WP*TX*K4","1","TX","US","ISICE","K4","","","SE","137","RNAV","317","R","4","2","Modified","HOLD_DEG_OR_CRS COURSE_INBOUND_DEG"
"2026/04/16","ITMOR WP*CA*K2","2","CA","US","ITMOR","K2","","","S","1","RNAV","1","L","5","2","Deleted",""
"2026/04/16","IZANO INT*AR*K4","1","AR","US","IZANO","K4","TXK","VORTAC","SW","52","RAD","52","R","","2","Deleted",""
"2026/04/16","JAMESTOWN VOR/DME*NY","1","NY","US","","","JHW","VOR/DME","E","78","RAD","258","R","","2","Deleted",""
"2026/04/16","JIMMY INT*VA*K6","1","VA","US","JIMMY","K6","ORF","VORTAC","NE","41","RAD","221","L","","2","Deleted",""
"2026/04/16","JIMMY WP*VA*K6","2","VA","US","JIMMY","K6","","","NE","41","RNAV","221","L","4","2","Deleted",""
"2026/04/16","JOGPU WP*MO*K3","1","MO","US","JOGPU","K3","","","NW","319","RNAV","139","R","4","2","Deleted",""
"2026/04/16","JOLIET VOR/DME*IL","6","","","","","","","SE","137","RNAV","317","R","4","1","Modified","STATE_CODE COUNTRY_CODE NAV_ID NAV_TYPE"
"2026/05/14","JOLIET VOR/DME*IL","6","IL","US","","","JOT","VOR/DME","SE","137","RNAV","317","R","4","2","Modified","STATE_CODE COUNTRY_CODE NAV_ID NAV_TYPE"
"2026/04/16","JOTED INT*AZ*K2","1","AZ","US","JOTED","K2","RYN","NDB","W","254","BRG","74","L","","2","Deleted",""
"2026/04/16","KATTO INT*MN*K3","1","MN","US","KATTO","K3","TVF","VOR/DME","NW","297","RAD","117","R","","2","Deleted",""
"2026/04/16","KEGLY INT*WV*K6","1","WV","US","KEGLY","K6","BLF","VOR/DME","S","340","RAD","340","L","","2","Deleted",""
"2026/04/16","KIRKSVILLE VORTAC*MO","1","MO","US","","","IRK","VORTAC","NW","314","RAD","134","R","","1","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS COURSE_INBOUND_DEG TURN_DIRECTION"
"2026/05/14","KIRKSVILLE VORTAC*MO","1","MO","US","","","IRK","VORTAC","W","248","RAD","68","L","","2","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS COURSE_INBOUND_DEG TURN_DIRECTION"
"2026/04/16","KIRKSVILLE VORTAC*MO","2","MO","US","","","IRK","VORTAC","W","248","RAD","68","L","","1","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS AZIMUTH COURSE_INBOUND_DEG LEG_LENGTH_DIST"
"2026/05/14","KIRKSVILLE VORTAC*MO","2","MO","US","","","IRK","VORTAC","SW","247","RNAV","67","L","10","2","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS AZIMUTH COURSE_INBOUND_DEG LEG_LENGTH_DIST"
"2026/04/16","KIRKSVILLE VORTAC*MO","3","MO","US","","","IRK","VORTAC","SW","247","RNAV","67","L","10","2","Deleted",""
"2026/04/16","LAANG NDB*KY","2","KY","US","","","LK","NDB","S","168","BRG","348","R","","2","Deleted",""
"2026/04/16","LAFAYETTE VORTAC*LA","1","LA","US","","","LFT","VORTAC","NE","61","RAD","241","L","","2","Deleted",""
"2026/04/16","LAZLO INT*UT*K2","1","UT","US","LAZLO","K2","DTA","VORTAC","S","358","RAD","358","R","10","1","Modified","LEG_LENGTH_DIST"
"2026/05/14","LAZLO INT*UT*K2","1","UT","US","LAZLO","K2","DTA","VORTAC","S","358","RAD","358","R","","2","Modified","LEG_LENGTH_DIST"
"2026/04/16","LISSI INT*WI*K5","1","WI","US","LISSI","K5","BAE","VOR/DME","N","360","RAD","180","R","4","2","Deleted",""
"2026/04/16","LIVINGSTON VOR/DME*TN","1","TN","US","","","LVT","VOR/DME","NW","325","RAD","145","R","","2","Deleted",""
"2026/04/16","LONDON VOR/DME*KY","2","KY","US","","","LOZ","VOR/DME","SW","205","RAD","25","R","","1","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS COURSE_INBOUND_DEG"
"2026/05/14","LONDON VOR/DME*KY","2","KY","US","","","LOZ","VOR/DME","E","89","RAD","269","R","","2","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS COURSE_INBOUND_DEG"
"2026/04/16","LONDON VOR/DME*KY","3","KY","US","","","LOZ","VOR/DME","E","89","RAD","269","R","","1","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS COURSE_INBOUND_DEG"
"2026/05/14","LONDON VOR/DME*KY","3","KY","US","","","LOZ","VOR/DME","N","20","RAD","200","R","","2","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS COURSE_INBOUND_DEG"
"2026/04/16","LONDON VOR/DME*KY","4","KY","US","","","LOZ","VOR/DME","N","20","RAD","200","R","","2","Deleted",""
"2026/04/16","MACHE INT*PR*TJ","1","PR","US","MACHE","TJ","NRR","TACAN","SW","218","RAD","38","R","10","2","Deleted",""
"2026/04/16","MANNING NDB*SC","1","SC","US","","","MNI","NDB","SW","206","BRG","26","R","","2","Deleted",""
"2026/04/16","MAYFY INT*TX*K4","1","TX","US","MAYFY","K4","EWM","VORTAC","E","79","RAD","259","R","","2","Deleted",""
"2026/04/16","MELLL INT*MN*K3","1","MN","US","MELLL","K3","MVE","VOR/DME","SE","148","RAD","328","R","","2","Deleted",""
"2026/04/16","MIKLE INT*LA*K4","1","LA","US","MIKLE","K4","AEX","VORTAC","SE","123","RAD","303","R","","2","Deleted",""
"2026/04/16","MINOT VOR/DME*ND","3","ND","US","","","MOT","VOR/DME","E","84","RAD","264","L","","2","Deleted",""
"2026/04/16","MINOT VOR/DME*ND","4","ND","US","","","MOT","VOR/DME","SW","247","RAD","67","R","","2","Deleted",""
"2026/04/16","MITCHELL VOR/DME*SD","1","SD","US","","","MHE","VOR/DME","NW","297","RAD","117","R","","1","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS COURSE_INBOUND_DEG"
"2026/05/14","MITCHELL VOR/DME*SD","1","SD","US","","","MHE","VOR/DME","SE","130","RAD","310","R","","2","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS COURSE_INBOUND_DEG"
"2026/04/16","MITCHELL VOR/DME*SD","2","SD","US","","","MHE","VOR/DME","SE","130","RAD","310","R","","2","Deleted",""
"2026/04/16","MONROE VORTAC*LA","2","LA","US","","","MLU","VORTAC","W","275","RAD","95","L","","2","Deleted",""
"2026/04/16","MOSSY NDB*LA","2","LA","US","MOSSY","K4","CWF","LS","NW","334","CRS","154","L","","1","Modified","NAV_ID NAV_TYPE"
"2026/05/14","MOSSY NDB*LA","2","LA","US","MOSSY","K4","CWCWF","NDBLS","NW","334","CRS","154","L","","2","Modified","NAV_ID NAV_TYPE"
"2026/04/16","MUNCIE VOR/DME*IN","1","IN","US","","","MIE","VOR/DME","NW","323","RAD","143","R","","2","Deleted",""
"2026/04/16","MUNCIE VOR/DME*IN","2","IN","US","","","MIE","VOR/DME","N","21","RAD","201","R","","2","Deleted",""
"2026/04/16","NEEBO WP*UT*K2","2","UT","US","NEEBO","K2","","","S","175","RNAV","355","L","10","2","Deleted",""
"2026/04/16","NEW CASTLE NDB*IN","1","IN","US","","","UWL","NDB","W","267","BRG","87","R","","2","Deleted",""
"2026/04/16","NEW HOPE VOR/DME*KY","1","KY","US","","","EWO","VOR/DME","SW","217","RAD","37","R","","1","Modified","HOLD_DEG_OR_CRS COURSE_INBOUND_DEG TURN_DIRECTION"
"2026/05/14","NEW HOPE VOR/DME*KY","1","KY","US","","","EWO","VOR/DME","SW","222","RAD","42","L","","2","Modified","HOLD_DEG_OR_CRS COURSE_INBOUND_DEG TURN_DIRECTION"
"2026/04/16","NEW HOPE VOR/DME*KY","2","KY","US","","","EWO","VOR/DME","SW","222","RAD","42","L","","1","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS COURSE_INBOUND_DEG TURN_DIRECTION"
"2026/05/14","NEW HOPE VOR/DME*KY","2","KY","US","","","EWO","VOR/DME","E","104","RAD","284","R","","2","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS COURSE_INBOUND_DEG TURN_DIRECTION"
"2026/04/16","NEW HOPE VOR/DME*KY","3","KY","US","","","EWO","VOR/DME","E","104","RAD","284","R","","2","Deleted",""
"2026/04/16","NEWTON VOR/DME*IA","3","IA","US","","","TNU","VOR/DME","SE","116","RAD","296","R","","1","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS AZIMUTH COURSE_INBOUND_DEG LEG_LENGTH_DIST"
"2026/05/14","NEWTON VOR/DME*IA","3","IA","US","","","TNU","VOR/DME","NE","47","RNAV","227","R","4","2","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS AZIMUTH COURSE_INBOUND_DEG LEG_LENGTH_DIST"
"2026/04/16","NEWTON VOR/DME*IA","4","IA","US","","","TNU","VOR/DME","NE","47","RNAV","227","R","4","2","Deleted",""
"2026/04/16","NILOE INT*LA*K4","1","LA","US","NILOE","K4","BAD","TACAN","SE","146","RAD","326","R","6","1","Modified","HOLD_DEG_OR_CRS COURSE_INBOUND_DEG"
"2026/05/14","NILOE INT*LA*K4","1","LA","US","NILOE","K4","BAD","TACAN","SE","149","RAD","329","R","6","2","Modified","HOLD_DEG_OR_CRS COURSE_INBOUND_DEG"
"2026/04/16","NOFSU WP*IL*K5","1","IL","US","NOFSU","K5","","","S","189","RNAV","9","R","4","2","Deleted",""
"2026/04/16","NORWICH VOR/DME*CT","1","CT","US","","","ORW","VOR/DME","S","158","RAD","338","R","","1","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS COURSE_INBOUND_DEG TURN_DIRECTION"
"2026/05/14","NORWICH VOR/DME*CT","1","CT","US","","","ORW","VOR/DME","SW","238","RAD","58","L","","2","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS COURSE_INBOUND_DEG TURN_DIRECTION"
"2026/04/16","NORWICH VOR/DME*CT","2","CT","US","","","ORW","VOR/DME","SW","238","RAD","58","L","","1","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS AZIMUTH COURSE_INBOUND_DEG TURN_DIRECTION LEG_LENGTH_DIST"
"2026/05/14","NORWICH VOR/DME*CT","2","CT","US","","","ORW","VOR/DME","S","158","RNAV","338","R","4","2","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS AZIMUTH COURSE_INBOUND_DEG TURN_DIRECTION LEG_LENGTH_DIST"
"2026/04/16","NORWICH VOR/DME*CT","3","CT","US","","","ORW","VOR/DME","S","158","RNAV","338","R","4","2","Deleted",""
"2026/04/16","NOTTA INT*LA*K4","1","LA","US","NOTTA","K4","LFT","VORTAC","S","197","RAD","17","R","","2","Deleted",""
"2026/04/16","NVRTL INT*OH*K5","1","OH","US","NVRTL","K5","ACO","VOR/DME","E","278","RAD","278","R","","2","Deleted",""
"2026/04/16","OJPOT WP*SD*K3","1","SD","US","OJPOT","K3","","","SE","137","RNAV","317","R","4","1","Modified","HOLD_DEG_OR_CRS COURSE_INBOUND_DEG LEG_LENGTH_DIST"
"2026/05/14","OJPOT WP*SD*K3","1","SD","US","OJPOT","K3","","","SE","141","RNAV","321","R","5","2","Modified","HOLD_DEG_OR_CRS COURSE_INBOUND_DEG LEG_LENGTH_DIST"
"2026/04/16","OLIRE WP*TX*K4","1","TX","US","OLIRE","K4","","","NW","313","RNAV","133","R","4","1","Modified","HOLD_DEG_OR_CRS COURSE_INBOUND_DEG"
"2026/05/14","OLIRE WP*TX*K4","1","TX","US","OLIRE","K4","","","NW","317","RNAV","137","R","4","2","Modified","HOLD_DEG_OR_CRS COURSE_INBOUND_DEG"
"2026/04/16","OLNEY NDB*IL","1","IL","US","","","OLY","NDB","SW","228","BRG","48","R","","2","Deleted",""
"2026/04/16","OMAHA VORTAC*IA","1","IA","US","","","OVR","VORTAC","E","104","RAD","284","R","","2","Deleted",""
"2026/04/16","OMAHA VORTAC*IA","2","IA","US","","","OVR","VORTAC","SE","133","RAD","313","R","","2","Deleted",""
"2026/04/16","OMAHA VORTAC*IA","3","IA","US","","","OVR","VORTAC","E","107","RNAV","287","R","4","2","Deleted",""
"2026/04/16","ONIDA LOM*OH","1","OH","US","","","MW","LO","W","265","BRG","85","R","","1","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS COURSE_INBOUND_DEG TURN_DIRECTION"
"2026/05/14","ONIDA LOM*OH","1","OH","US","","","MW","LO","NE","53","BRG","233","L","","2","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS COURSE_INBOUND_DEG TURN_DIRECTION"
"2026/04/16","ONIDA LOM*OH","2","OH","US","","","MW","LO","NE","53","BRG","233","L","","2","Deleted",""
"2026/04/16","OPIPE WP*ME*K6","1","ME","US","OPIPE","K6","","","E","109","RNAV","289","R","5","1","Modified","HOLD_DEG_OR_CRS COURSE_INBOUND_DEG"
"2026/05/14","OPIPE WP*ME*K6","1","ME","US","OPIPE","K6","","","E","97","RNAV","277","R","5","2","Modified","HOLD_DEG_OR_CRS COURSE_INBOUND_DEG"
"2026/04/16","ORD NDB*NE","1","NE","US","","","ODX","NDB","NW","304","BRG","124","R","","2","Deleted",""
"2026/04/16","OSIXE WP*IN*K5","1","IN","US","OSIXE","K5","","","W","270","RNAV","90","R","4","2","Deleted",""
"2026/04/16","OXONN INT*MD*K6","2","MD","US","OXONN","K6","DCA","VOR/DME","S","185","RAD","5","L","","2","Deleted",""
"2026/04/16","OXONN NDB*DC","1","DC","US","","","VQK","NDB","S","187","BRG","7","L","","2","Deleted",""
"2026/04/16","OZORA INT*MO*K3","1","MO","US","OZORA","K3","FAM","VORTAC","SW","56","RAD","56","L","","2","Deleted",""
"2026/04/16","PANDA INT*FL*K7","1","FL","US","PANDA","K7","NQX","TACAN","W","252","RAD","72","L","11","1","Modified","LEG_LENGTH_DIST"
"2026/05/14","PANDA INT*FL*K7","1","FL","US","PANDA","K7","NQX","TACAN","W","252","RAD","72","L","6","2","Modified","LEG_LENGTH_DIST"
"2026/04/16","PANDA INT*FL*K7","2","FL","US","PANDA","K7","NQX","TACAN","W","252","RAD","72","L","6","1","Modified","LEG_LENGTH_DIST"
"2026/05/14","PANDA INT*FL*K7","2","FL","US","PANDA","K7","NQX","TACAN","W","252","RAD","72","L","5","2","Modified","LEG_LENGTH_DIST"
"2026/04/16","PANDA INT*FL*K7","5","FL","US","PANDA","K7","NQX","TACAN","W","252","RAD","72","L","9","1","Modified","LEG_LENGTH_DIST"
"2026/05/14","PANDA INT*FL*K7","5","FL","US","PANDA","K7","NQX","TACAN","W","252","RAD","72","L","11","2","Modified","LEG_LENGTH_DIST"
"2026/04/16","PEGTE INT*NC*K7","2","NC","US","PEGTE","K7","SVH","LD","E","105","CRS","285","R","","2","Deleted",""
"2026/04/16","PERLE INT*IN*K5","1","IN","US","PERLE","K5","OOM","VORTAC","N","159","RAD","159","L","","2","Deleted",""
"2026/04/16","PERRYTON NDB*TX","1","TX","US","","","PYX","NDB","E","90","BRG","270","L","","2","Deleted",""
"2026/04/16","PERSN INT*TX*K4","1","TX","US","PERSN","K4","CVE","VOR/DME","SW","213","RAD","33","R","","2","Deleted",""
"2026/04/16","PERSN INT*TX*K4","2","TX","US","PERSN","K4","TTT","VOR/DME","SW","222","RAD","42","R","","1","Modified","NAV_ID NAV_TYPE HOLD_DEG_OR_CRS COURSE_INBOUND_DEG"
"2026/05/14","PERSN INT*TX*K4","2","TX","US","PERSN","K4","FUZ","VORTAC","SW","232","RAD","52","R","","2","Modified","NAV_ID NAV_TYPE HOLD_DEG_OR_CRS COURSE_INBOUND_DEG"
"2026/04/16","PERSN WP*TX*K4","3","TX","US","PERSN","K4","","","SW","215","RNAV","35","R","4","2","Deleted",""
"2026/04/16","PHURN LOM*MI","2","MI","US","","","PHN","LS","SW","223","CRS","43","R","","2","Deleted",""
"2026/04/16","PIONEER VORTAC*OK","2","OK","US","","","PER","VORTAC","E","83","RAD","263","R","","1","Modified","HOLD_DEG_OR_CRS COURSE_INBOUND_DEG"
"2026/05/14","PIONEER VORTAC*OK","2","OK","US","","","PER","VORTAC","E","90","RAD","270","R","","2","Modified","HOLD_DEG_OR_CRS COURSE_INBOUND_DEG"
"2026/04/16","PIONEER VORTAC*OK","3","OK","US","","","PER","VORTAC","S","189","RAD","9","R","","1","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS AZIMUTH COURSE_INBOUND_DEG LEG_LENGTH_DIST"
"2026/05/14","PIONEER VORTAC*OK","3","OK","US","","","PER","VORTAC","E","90","RNAV","270","R","10","2","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS AZIMUTH COURSE_INBOUND_DEG LEG_LENGTH_DIST"
"2026/04/16","PLADD INT*MO*K3","1","MO","US","PLADD","K3","SGF","VORTAC","NE","24","RAD","204","R","7","1","Modified","LEG_LENGTH_DIST"
"2026/05/14","PLADD INT*MO*K3","1","MO","US","PLADD","K3","SGF","VORTAC","NE","24","RAD","204","R","","2","Modified","LEG_LENGTH_DIST"
"2026/04/16","PLATTSMOUTH NDB*NE","2","NE","US","","","PMV","NDB","NW","335","BRG","155","L","","2","Deleted",""
"2026/04/16","PLATTSMOUTH NDB*NE","3","NE","US","","","PMV","NDB","S","177","BRG","357","L","","2","Deleted",""
"2026/04/16","POTHE INT*MO*K3","1","MO","US","POTHE","K3","SGF","VORTAC","N","16","RAD","196","R","10","1","Modified","LEG_LENGTH_DIST"
"2026/05/14","POTHE INT*MO*K3","1","MO","US","POTHE","K3","SGF","VORTAC","N","16","RAD","196","R","","2","Modified","LEG_LENGTH_DIST"
"2026/04/16","QUOTA INT*IL*K5","1","IL","US","QUOTA","K5","SPI","VORTAC","SW","41","RAD","41","R","4","2","Deleted",""
"2026/04/16","RAGUE INT*KY*K5","1","KY","US","RAGUE","K5","EWO","VOR/DME","NW","132","RAD","132","R","","2","Deleted",""
"2026/04/16","REBUT INT*OH*K5","1","OH","US","REBUT","K5","FBC","VORTAC","W","73","RAD","73","R","","2","Deleted",""
"2026/04/16","RENLY WP*ND*K3","1","ND","US","RENLY","K3","","","SE","125","RNAV","305","R","6","1","Modified","LEG_LENGTH_DIST"
"2026/05/14","RENLY WP*ND*K3","1","ND","US","RENLY","K3","","","SE","125","RNAV","305","R","5","2","Modified","LEG_LENGTH_DIST"
"2026/04/16","RHINELANDER VOR/DME*WI","2","WI","US","","","RHI","VOR/DME","W","281","RAD","101","R","","1","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS COURSE_INBOUND_DEG TURN_DIRECTION"
"2026/05/14","RHINELANDER VOR/DME*WI","2","WI","US","","","RHI","VOR/DME","S","201","RAD","21","L","","2","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS COURSE_INBOUND_DEG TURN_DIRECTION"
"2026/04/16","RHINELANDER VOR/DME*WI","3","WI","US","","","RHI","VOR/DME","S","201","RAD","21","L","","1","Modified","AZIMUTH TURN_DIRECTION LEG_LENGTH_DIST"
"2026/05/14","RHINELANDER VOR/DME*WI","3","WI","US","","","RHI","VOR/DME","S","201","RNAV","21","R","4","2","Modified","AZIMUTH TURN_DIRECTION LEG_LENGTH_DIST"
"2026/04/16","RHINELANDER VOR/DME*WI","4","WI","US","","","RHI","VOR/DME","S","201","RNAV","21","R","4","2","Deleted",""
"2026/04/16","RIPPS WP*VA*K6","1","VA","US","RIPPS","K6","CCV","VORTAC","NE","67","RNAV","247","R","4","1","Modified","NAV_ID NAV_TYPE"
"2026/05/14","RIPPS WP*VA*K6","1","VA","US","RIPPS","K6","","","NE","67","RNAV","247","R","4","2","Modified","NAV_ID NAV_TYPE"
"2026/04/16","ROBERTS VOR/DME*IL","1","IL","US","","","RBS","VOR/DME","N","346","RAD","166","R","","2","Deleted",""
"2026/04/16","ROBINSON NDB*TX","1","TX","US","","","ROB","NDB","S","176","BRG","356","R","","2","Deleted",""
"2026/04/16","ROCHESTER VOR/DME*MN","3","MN","US","","","RST","VOR/DME","SE","139","RAD","319","R","","2","Deleted",""
"2026/04/16","ROCK RIVER NDB*WI","1","WI","US","","","RYV","NDB","E","74","BRG","254","L","","2","Deleted",""
"2026/04/16","ROCK RIVER NDB*WI","2","WI","US","","","RYV","NDB","SW","219","BRG","39","R","","2","Deleted",""
"2026/04/16","ROSKY INT*WI*K5","1","WI","US","ROSKY","K5","BAE","VOR/DME","NE","247","RAD","247","R","","2","Deleted",""
"2026/04/16","ROVSE WP*NM*K2","1","NM","US","ROVSE","K2","","","E","78","RNAV","258","R","6","1","Modified","LEG_LENGTH_DIST"
"2026/05/14","ROVSE WP*NM*K2","1","NM","US","ROVSE","K2","","","E","78","RNAV","258","R","7","2","Modified","LEG_LENGTH_DIST"
"2026/04/16","RRICH WP*UT*K2","1","UT","US","RRICH","K2","","","S","175","RNAV","355","L","12","2","Deleted",""
"2026/04/16","RUUSH INT*SD*K3","1","SD","US","RUUSH","K3","RCA","TACAN","NE","43","RAD","223","R","10","1","Modified","LEG_LENGTH_DIST"
"2026/05/14","RUUSH INT*SD*K3","1","SD","US","RUUSH","K3","RCA","TACAN","NE","43","RAD","223","R","9","2","Modified","LEG_LENGTH_DIST"
"2026/04/16","RUUSH INT*SD*K3","2","SD","US","RUUSH","K3","RCA","TACAN","NE","43","RAD","223","R","10","2","Deleted",""
